#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Mar 05 19:43:47 EST 2018,21,21,Assignment3Suite,BuildTest1+ BuildTest2+ BuildTest3+ EfficiencyTest1+ , ,DelMinTest1- DelMinTest2- DelMinTest3- DelMinTest4- EverythingTest- GetMinTest1- GetMinTest2- GetMinTest3- InsertTest1- InsertTest2- InsertTest3- SizeTest1- SizeTest2- SizeTest3- SizeTest4- , ,
1,Mon Mar 05 19:44:32 EST 2018,21,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 EfficiencyTest1 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
2,Mon Mar 05 19:50:24 EST 2018,42,21,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 EfficiencyTest1 InsertTest1+ InsertTest2+ InsertTest3+ SizeTest3+ , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
3,Mon Mar 05 19:51:25 EST 2018,26,-16,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 EfficiencyTest1 InsertTest2 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1- InsertTest3- SizeTest1 SizeTest2 SizeTest3- SizeTest4 , ,
4,Mon Mar 05 20:05:49 EST 2018,0,-26,Assignment3Suite, , ,BuildTest1- BuildTest2- BuildTest3- DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1- EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2- InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
5,Mon Mar 05 20:06:52 EST 2018,21,21,Assignment3Suite,BuildTest1+ BuildTest2+ BuildTest3+ EfficiencyTest1+ , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
6,Mon Mar 05 20:08:40 EST 2018,21,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 EfficiencyTest1 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
7,Mon Mar 05 20:10:44 EST 2018,26,5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 EfficiencyTest1 InsertTest2+ , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
8,Mon Mar 05 20:13:35 EST 2018,26,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 EfficiencyTest1 InsertTest2 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
9,Mon Mar 05 20:13:54 EST 2018,26,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 EfficiencyTest1 InsertTest2 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
10,Mon Mar 05 20:16:18 EST 2018,26,0,InsertTestSuite,BuildTest1 BuildTest2 BuildTest3 EfficiencyTest1 InsertTest2 , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
